"st0" "st1" "yr0" "yr1" "lat" "lon" "annual_pp" "annual_mean_temp" "annual_min_temp" "annual_max_temp"
"7601202601" "B" "B" 1996 2003 -66.58255 48.916263 1314.5 -0.79 -5.21 3.625
"7601202602" "B" "B" 1996 2003 -66.577328 48.917611 1297 -0.535 -4.965 3.905
"7601202701" "R" "M" 1996 2003 -66.63327 48.916183 1217.5 0.6 -3.92 5.12
"7601202702" "M" "M" 1996 2003 -66.637039 48.919211 1175 1.25 -3.315 5.81
"7601202901" "M" "M" 1996 2005 -64.699855 48.949775 1214.5 2.155 -2.23 6.54
"7601202902" "B" "B" 1996 2005 -64.703271 48.946918 1204 2.335 -2.065 6.745
"7601203102" "B" "B" 1995 2003 -66.869603 48.952884 1111.5 1.685 -2.98 6.355
"7601203201" "R" "R" 1996 2005 -65.448998 48.965829 1295.5 0.595 -3.755 4.94
"7601203202" "R" "R" 1996 2005 -65.45304 48.962909 1318.5 0.285 -4.04 4.605
"7601203301" "R" "R" 1997 2003 -65.865675 48.966752 1089.5 0.2 -4.215 4.61
"7601203302" "R" "B" 1997 2003 -65.862341 48.963801 1096 0.115 -4.29 4.52
"7601203401" "R" "B" 1995 2003 -66.916374 48.966737 1106.5 1.66 -3 6.325
"7601203402" "M" "M" 1995 2003 -66.921823 48.965631 1036.5 2.415 -2.35 7.18
"7601203501" "R" "R" 1996 2005 -65.013734 48.984102 1220 1.8 -2.595 6.19
"7601203502" "R" "R" 1996 2005 -65.01431 48.980268 1229 1.67 -2.71 6.05
"7601203601" "R" "R" 1997 2005 -65.499863 48.983548 1198.5 -0.33 -4.655 3.985
"7601203602" "R" "R" 1997 2005 -65.499874 48.987532 1198 -0.34 -4.655 3.985
"7601203701" "B" "B" 1996 2003 -66.632307 48.983475 1052 2.4 -2.23 7.03
"7601203702" "M" "M" 1996 2003 -66.626948 48.984415 1052 2.4 -2.23 7.03
"7601203901" "B" "B" 1996 2005 -65.51558 49.00056 1302.5 0.475 -3.885 4.83
"7601203902" "B" "B" 1996 2005 -65.512343 48.997342 1314.5 0.315 -4.025 4.655
"7601204001" "M" "M" 1995 2003 -66.765981 48.999934 1088.5 1.955 -2.735 6.65
"7601204002" "M" "M" 1995 2003 -66.769506 48.996998 1069.5 2.135 -2.575 6.845
"7601204101" "M" "M" 1997 2005 -64.683102 49.017025 1071.5 2.17 -2.32 6.67
"7601204102" "B" "B" 1997 2005 -64.686437 49.020266 1063.5 2.3 -2.215 6.815
"7601204301" "B" "B" 1996 2005 -64.98326 49.083884 1168.5 2.53 -1.955 7.02
"7601204302" "B" "B" 1996 2005 -64.986915 49.080982 1198.5 2.075 -2.365 6.515
"7601204401" "B" "B" 1996 2003 -65.682256 49.083283 1213.5 0.89 -3.515 5.295
"7601204402" "B" "B" 1996 2003 -65.685777 49.080495 1218.5 0.815 -3.58 5.215
"7601204502" "R" "R" 1997 2003 -66.719109 49.08667 876 2.17 -2.52 6.86
"7601204601" "B" "R" 1996 2003 -66.017017 49.101188 1262.5 0.095 -4.29 4.49
"7601204602" "B" "R" 1996 2003 -66.021603 49.098953 1243.5 0.365 -4.045 4.77
"7601204701" "B" "B" 1997 2003 -66.565632 49.100134 925.5 1.63 -2.975 6.235
"7601204702" "B" "B" 1997 2003 -66.565716 49.096384 961 1.235 -3.335 5.805
"7601204801" "B" "B" 1996 2005 -64.831812 49.133213 1217 1.84 -2.57 6.26
"7601204802" "M" "M" 1996 2005 -64.837125 49.134601 1215 1.87 -2.545 6.29
"7601204902" "M" "R" 1996 2003 -65.543741 49.19864 1170 1.455 -2.985 5.9
"7601300301" "B" "B" 1992 2003 -70.016202 48.364356 1152.5 0.625 -4.245 5.5
"7601300501" "R" "B" 1992 2003 -69.949329 48.399006 1148 0.745 -4.105 5.59
"7601300502" "R" "M" 1992 2003 -69.949174 48.395858 1148 0.745 -4.105 5.595
"7601300601" "R" "R" 1992 2003 -70.264906 48.432962 1126.5 0.605 -4.415 5.63
"7601300701" "R" "R" 1992 2003 -69.849656 48.449598 1127.5 1.16 -3.655 5.98
"7601300702" "R" "R" 1992 2003 -69.850164 48.44586 1123.5 1.23 -3.59 6.055
"7601300901" "R" "B" 1992 2003 -70.249675 48.449086 1188 -0.31 -5.265 4.645
"7601300902" "B" "B" 1992 2003 -70.252962 48.44608 1162.5 0.07 -4.915 5.05
"7601301001" "R" "R" 1992 2003 -70.299684 48.450003 1131.5 0.47 -4.565 5.51
"7601301002" "R" "R" 1992 2003 -70.299505 48.446301 1081.5 1.225 -3.87 6.32
"7601301101" "M" "M" 1995 2007 -70.833083 48.449991 970.5 2.445 -2.92 7.81
"7601301201" "M" "M" 1998 2007 -70.5776 48.46719 1136 2.07 -2.955 7.095
"7601301202" "M" "M" 1998 2007 -70.5826 48.46613 1136 2.07 -2.955 7.095
"7601301302" "B" "B" 1992 2003 -69.360562 48.498796 1119 2.345 -2.345 7.03
"7601301402" "B" "B" 1992 2003 -69.577722 48.534648 1161 0.955 -3.77 5.68
"7601301501" "B" "R" 1995 2007 -71.28374 48.532868 933.5 2.545 -3.045 8.13
"7601301602" "R" "R" 1998 2007 -70.862671 48.553537 1056 2.72 -2.545 7.985
"7601301702" "B" "B" 1992 2003 -69.512615 48.580372 1147.5 1.22 -3.505 5.945
"7601301802" "B" "B" 1992 2003 -70.271483 48.584459 1196 -0.72 -5.68 4.24
"7601301901" "M" "M" 1998 2007 -70.966313 48.599768 1023.5 2.965 -2.38 8.305
"7601301902" "M" "M" 1998 2007 -70.966279 48.603438 1038.5 2.75 -2.595 8.1
"7601302101" "B" "B" 1998 2007 -70.694039 48.632143 1265 -0.11 -5.14 4.925
"7601302202" "R" "R" 1995 2007 -71.362262 48.630473 929 2.395 -3.255 8.04
"7601302301" "R" "B" 1998 2007 -70.932949 48.649651 1079 2.115 -3.22 7.45
"7601302302" "R" "B" 1998 2007 -70.93622 48.646572 1081 2.085 -3.245 7.42
"7601302401" "R" "R" 1995 2007 -71.332433 48.666379 955.5 2.06 -3.59 7.71
"7601302501" "B" "B" 1998 2007 -70.815945 48.700916 1233 0.055 -5.07 5.175
"7601302502" "R" "B" 1998 2007 -70.819333 48.703875 1232.5 0.05 -5.075 5.175
"7601302801" "R" "B" 1998 2007 -70.966718 48.799493 1144.5 0.865 -4.45 6.175
"7601302802" "B" "B" 1998 2007 -70.963449 48.796376 1145 0.865 -4.445 6.18
"7601302901" "B" "B" 1998 2007 -70.477522 48.834394 1200 0.475 -4.545 5.5
"7601303201" "B" "R" 1998 2007 -70.365418 49.266558 1119 0.84 -4.235 5.91
"7601303202" "B" "R" 1998 2007 -70.368116 49.269889 1128 0.705 -4.36 5.775
"7601500101" "T" "T" 1992 2003 -75.099991 46.033308 1121.5 3.43 -2.345 9.205
"7601500102" "M" "M" 1992 2003 -75.094464 46.034312 1139 3.185 -2.575 8.95
"7601500201" "M" "M" 1997 2008 -74.849085 46.066265 1187.5 3.635 -2.215 9.495
"7601500301" "M" "M" 1997 2008 -74.850406 46.099987 1163.5 3.87 -2.03 9.775
"7601500401" "M" "M" 1997 2008 -74.348831 46.133752 1238 2.92 -2.91 8.755
"7601500501" "M" "M" 1997 2008 -74.516164 46.149617 1191.5 3.5 -2.465 9.465
"7601500502" "T" "T" 1997 2008 -74.520446 46.152242 1195.5 3.445 -2.52 9.405
"7601500701" "T" "T" 1997 2008 -74.517199 46.166415 1185 3.525 -2.46 9.515
"7601500702" "M" "M" 1997 2008 -74.518619 46.16265 1186 3.535 -2.45 9.52
"7601500901" "M" "M" 1997 2008 -74.632173 46.183203 1176.5 3.59 -2.415 9.6
"7601501101" "T" "T" 1997 2007 -74.166731 46.200604 1146.5 2.59 -3.265 8.435
"7601501102" "M" "M" 1997 2007 -74.169985 46.19758 1153 2.53 -3.305 8.37
"7601501201" "M" "M" 1997 2008 -74.499858 46.199921 1187 3.39 -2.61 9.395
"7601501202" "M" "M" 1997 2008 -74.505065 46.201216 1187 3.39 -2.615 9.395
"7601501702" "R" "M" 1997 2008 -74.505605 46.234367 1222.5 2.79 -3.18 8.755
"7601502501" "M" "M" 1997 2008 -74.699214 46.266843 1149.5 3.7 -2.375 9.77
"7601502602" "M" "M" 1997 2007 -74.754919 46.265588 1100 3.015 -3.015 9.04
"7601502901" "M" "M" 1997 2008 -74.949176 46.283291 1191 2.99 -3 8.97
"7601502902" "T" "T" 1997 2008 -74.954477 46.282054 1192 2.975 -3.01 8.955
"7601503101" "T" "T" 1995 2006 -74.849945 46.334396 1186 4.5 -1.215 10.21
"7601503601" "M" "M" 1997 2008 -74.800464 46.383768 1148.5 3.39 -2.735 9.515
"7601504101" "M" "M" 1997 2008 -74.749173 46.433268 1148 3.235 -2.915 9.38
"7601504102" "M" "M" 1997 2008 -74.752988 46.430564 1144 3.3 -2.85 9.45
"7601504401" "M" "M" 1995 2006 -74.948982 46.48354 1151 4.405 -1.34 10.16
"7601504702" "R" "B" 1997 2006 -75.016724 46.537823 1154 3.525 -2.36 9.41
"7601505301" "T" "T" 1997 2007 -74.565839 46.733656 1118.5 1.405 -4.73 7.54
"7601505302" "T" "T" 1997 2007 -74.571284 46.732409 1130.5 1.275 -4.84 7.385
"7601505401" "B" "B" 1997 2007 -74.532687 46.766771 1112.5 1.385 -4.76 7.53
"7601505601" "M" "R" 1997 2007 -74.565889 46.834372 1069 1.765 -4.44 7.97
"7601505602" "M" "M" 1997 2007 -74.561913 46.837485 1072.5 1.715 -4.485 7.915
"7601505701" "M" "M" 1997 2007 -74.500521 46.863723 1072.5 1.645 -4.56 7.84
"7601505702" "B" "R" 1997 2007 -74.49709 46.866857 1074 1.615 -4.59 7.815
"7601505801" "R" "R" 1997 2007 -74.549334 46.915906 1068.5 1.61 -4.585 7.81
"7601600101" "T" "R" 1992 2003 -75.599845 45.566833 1052.5 4.485 -0.95 9.925
"7601600102" "T" "R" 1992 2003 -75.602691 45.56996 1049 4.525 -0.915 9.97
"7601600202" "R" "M" 1992 2003 -75.479413 45.58002 1059 4.51 -0.92 9.95
"7601600301" "R" "M" 1992 2003 -75.533624 45.583326 1054.5 4.515 -0.935 9.96
"7601600302" "M" "M" 1992 2003 -75.538337 45.581251 1054 4.515 -0.93 9.96
"7601600401" "T" "M" 1992 2003 -75.366301 45.616395 1069 4.5 -0.945 9.95
"7601600402" "M" "M" 1992 2003 -75.367278 45.620094 1072.5 4.455 -0.995 9.9
"7601600901" "R" "M" 1997 2008 -74.766065 45.683598 1156 4.75 -0.665 10.16
"7601601001" "T" "T" 1992 2003 -74.816596 45.68314 1142 4.14 -1.21 9.49
"7601601002" "R" "T" 1992 2003 -74.813513 45.68001 1141.5 4.145 -1.2 9.49
"7601601101" "M" "M" 1992 2003 -75.116246 45.700481 1124 4.065 -1.385 9.52
"7601601102" "T" "T" 1992 2003 -75.111142 45.701778 1124 4.065 -1.385 9.52
"7601601301" "T" "T" 1992 2003 -75.415904 45.700811 1127 3.645 -1.845 9.135
"7601601401" "T" "T" 1992 2003 -75.549221 45.700029 1105.5 3.81 -1.705 9.315
"7601601402" "T" "M" 1992 2003 -75.543614 45.698974 1108 3.77 -1.74 9.275
"7601601701" "M" "M" 1992 2003 -75.366601 45.733752 1109.5 3.92 -1.6 9.445
"7601602001" "T" "T" 1992 2003 -74.849131 45.749972 1156.5 3.825 -1.595 9.24
"7601602002" "T" "T" 1992 2003 -74.849564 45.75371 1156 3.82 -1.6 9.24
"7601602201" "M" "R" 1992 2003 -74.98342 45.750079 1129 4.105 -1.365 9.57
"7601602202" "M" "R" 1992 2003 -74.983603 45.746333 1125 4.16 -1.305 9.62
"7601602301" "R" "T" 1992 2003 -75.517421 45.750824 1100.5 3.88 -1.675 9.44
"7601602401" "M" "M" 1992 2003 -75.533237 45.750464 1091 4 -1.565 9.56
"7601602402" "M" "M" 1992 2003 -75.530179 45.753371 1091 4 -1.565 9.56
"7601602501" "T" "T" 1992 2003 -75.616771 45.750303 1090 3.94 -1.625 9.505
"7601602502" "M" "M" 1992 2003 -75.611783 45.751974 1095.5 3.865 -1.695 9.435
"7601602602" "T" "T" 1992 2003 -75.73532 45.746119 1115 3.485 -2.07 9.035
"7601602802" "R" "R" 1992 2003 -74.911101 45.785176 1156 3.715 -1.75 9.18
"7601603001" "T" "T" 1992 2003 -75.549306 45.80025 1100.5 3.825 -1.775 9.425
"7601603301" "M" "M" 1992 2003 -74.88325 45.816381 1138.5 3.905 -1.6 9.405
"7601603302" "M" "M" 1992 2003 -74.886459 45.819542 1140 3.875 -1.63 9.385
"7601603402" "T" "T" 1992 2003 -75.118966 45.819901 1127 3.845 -1.715 9.405
"7601603601" "R" "B" 1992 2003 -75.750544 45.832898 1089 3.815 -1.83 9.46
"7601603602" "M" "M" 1992 2003 -75.750506 45.828993 1088.5 3.82 -1.82 9.46
"7601603801" "M" "M" 1992 2003 -75.149586 45.900547 1129.5 3.62 -2.025 9.265
"7601603802" "R" "R" 1992 2003 -75.154805 45.901661 1128.5 3.62 -2.025 9.27
"7601603901" "M" "M" 1992 2003 -75.16555 45.900167 1127 3.64 -2.01 9.29
"7601603902" "R" "M" 1992 2003 -75.160522 45.899191 1137.5 3.5 -2.14 9.14
"7601604001" "R" "M" 1992 2003 -74.83213 45.916876 1144.5 3.585 -2.01 9.175
"7601604002" "M" "M" 1992 2003 -74.837315 45.915349 1143 3.6 -1.99 9.195
"7601604101" "T" "T" 1992 2003 -74.965508 45.916494 1141.5 3.55 -2.08 9.17
"7601604202" "B" "B" 1992 2003 -74.86605 45.929586 1129 3.74 -1.885 9.36
"7601604401" "M" "M" 1992 2003 -75.616813 45.933924 1102 3.66 -2.06 9.385
"7601604402" "M" "M" 1992 2003 -75.61997 45.930862 1109 3.565 -2.15 9.275
"7601604801" "R" "R" 1995 2006 -75.583107 45.999542 1154.5 4.675 -0.72 10.065
"7601604901" "M" "M" 1995 2006 -75.632828 46.083378 1136.5 4.665 -0.77 10.1
"7601700401" "T" "T" 1997 2008 -74.116053 45.517185 1121.5 5.29 0.235 10.34
"7601700402" "T" "T" 1997 2008 -74.1159 45.520839 1122 5.285 0.225 10.34
"7601700802" "T" "T" 1997 2008 -74.596344 45.670164 1153.5 4.885 -0.485 10.25
"7601700901" "M" "M" 1997 2008 -74.249059 45.683451 1125 5.235 -0.04 10.515
"7601700902" "M" "M" 1997 2008 -74.246139 45.686567 1125 5.23 -0.045 10.51
"7601701001" "M" "M" 1997 2008 -74.31646 45.683431 1138.5 5.085 -0.215 10.385
"7601701002" "T" "T" 1997 2008 -74.321693 45.682233 1121.5 5.275 -0.03 10.575
"7601701101" "M" "M" 1997 2008 -74.333139 45.683644 1141 5.055 -0.25 10.36
"7601701102" "M" "T" 1997 2008 -74.338261 45.682541 1138 5.085 -0.22 10.39
"7601701201" "M" "M" 1997 2008 -74.349849 45.683323 1137 5.1 -0.21 10.41
"7601701202" "R" "M" 1997 2008 -74.353103 45.686474 1144.5 5.01 -0.305 10.32
"7601701302" "T" "T" 1997 2008 -74.429708 45.686201 1147 4.985 -0.355 10.32
"7601701401" "T" "T" 1997 2008 -74.63311 45.699796 1175 4.585 -0.82 9.99
"7601701402" "T" "T" 1997 2008 -74.637957 45.698182 1168.5 4.665 -0.74 10.075
"7601701501" "T" "T" 1997 2008 -74.732484 45.700108 1168 4.6 -0.825 10.025
"7601701502" "M" "M" 1997 2008 -74.732323 45.696277 1149 4.87 -0.56 10.295
"7601701602" "R" "R" 1997 2008 -74.137989 45.715962 1117 5.3 0.025 10.58
"7601701702" "T" "T" 1997 2008 -74.394297 45.717428 1164.5 4.765 -0.6 10.125
"7601701901" "R" "T" 1997 2008 -74.498306 45.716675 1191 4.41 -0.975 9.8
"7601701902" "R" "T" 1997 2008 -74.498208 45.720545 1191.5 4.41 -0.985 9.8
"7601702001" "R" "T" 1997 2008 -74.514204 45.717093 1199 4.295 -1.095 9.69
"7601702101" "T" "T" 1997 2008 -74.499724 45.733471 1199.5 4.29 -1.115 9.7
"7601702201" "T" "T" 1997 2008 -74.616026 45.734364 1183 4.465 -0.975 9.905
"7601702202" "T" "T" 1997 2008 -74.610953 45.735782 1183 4.465 -0.975 9.905
"7601702601" "M" "M" 1996 2006 -73.115997 46.766782 1293.5 3.81 -1.62 9.235
"7601702602" "M" "M" 1996 2006 -73.110855 46.767862 1294 3.81 -1.615 9.23
"7601800401" "T" "T" 1997 2008 -74.366065 45.784015 1227.5 3.925 -1.5 9.34
"7601800501" "T" "T" 1997 2008 -74.418756 45.784864 1214 4.085 -1.36 9.53
"7601800701" "R" "T" 1997 2008 -74.565484 45.784039 1208 4.12 -1.365 9.605
"7601800702" "R" "R" 1997 2008 -74.56566 45.787889 1203.5 4.18 -1.31 9.67
"7601800801" "R" "M" 1997 2008 -74.166325 45.80022 1180 4.505 -0.87 9.88
"7601800901" "T" "T" 1997 2008 -74.366575 45.801162 1223 3.955 -1.49 9.4
"7601801001" "R" "M" 1997 2008 -74.465768 45.80006 1240.5 3.69 -1.775 9.155
"7601801301" "M" "M" 1997 2008 -74.216445 45.8173 1233.5 3.825 -1.575 9.225
"7601801302" "M" "M" 1997 2008 -74.212985 45.820399 1233.5 3.815 -1.58 9.22
"7601801402" "R" "R" 1997 2008 -74.260691 45.832689 1233.5 3.795 -1.64 9.235
"7601801501" "M" "M" 1997 2008 -74.465436 45.832933 1240.5 3.66 -1.845 9.165
"7601801601" "M" "M" 1997 2008 -73.949407 45.850047 1137 4.895 -0.46 10.25
"7601801602" "M" "M" 1997 2008 -73.949435 45.853826 1140 4.855 -0.5 10.22
"7601801701" "M" "M" 1997 2008 -74.016188 45.850746 1174 4.485 -0.885 9.86
"7601801801" "T" "T" 1997 2008 -73.900059 45.883037 1140 4.79 -0.59 10.165
"7601801802" "T" "T" 1997 2008 -73.894491 45.883684 1140 4.79 -0.59 10.16
"7601801901" "R" "T" 1997 2008 -73.948784 45.883036 1143.5 4.76 -0.635 10.155
"7601801902" "T" "R" 1997 2008 -73.943727 45.882138 1143 4.76 -0.63 10.155
"7601802001" "T" "T" 1997 2008 -74.049273 45.884073 1166.5 4.515 -0.92 9.95
"7601802002" "T" "M" 1997 2008 -74.053181 45.887041 1165.5 4.52 -0.92 9.97
"7601802101" "T" "T" 1997 2008 -74.24793 45.884196 1225.5 3.81 -1.695 9.31
"7601802102" "T" "M" 1997 2008 -74.251627 45.881274 1212.5 3.98 -1.53 9.49
"7601802201" "T" "T" 1997 2008 -74.317127 45.884955 1277 3.115 -2.38 8.61
"7601802202" "T" "T" 1997 2008 -74.322215 45.88311 1279.5 3.085 -2.41 8.57
"7601802301" "M" "M" 1997 2008 -74.049368 45.900188 1191.5 4.19 -1.255 9.64
"7601802901" "M" "M" 1997 2008 -74.230601 45.933283 1213 3.865 -1.71 9.435
"7601802902" "M" "M" 1997 2008 -74.227617 45.936548 1213 3.86 -1.71 9.435
"7601803001" "M" "M" 1997 2008 -74.349595 45.933162 1261 3.22 -2.36 8.805
"7601803002" "T" "T" 1997 2008 -74.349848 45.937002 1260.5 3.22 -2.37 8.805
"7601803901" "M" "M" 1997 2008 -74.100062 46.000086 1185.5 4.015 -1.59 9.62
"7601803902" "M" "M" 1997 2008 -74.103021 45.996778 1186 4.025 -1.58 9.63
"7601804101" "M" "M" 1997 2008 -74.148974 46.01723 1231 3.415 -2.215 9.045
"7601804102" "M" "M" 1997 2008 -74.145549 46.014784 1208.5 3.7 -1.94 9.34
"7601804201" "T" "M" 1997 2008 -74.398358 46.016504 1261.5 2.975 -2.715 8.675
"7601804202" "M" "M" 1997 2008 -74.393564 46.017981 1252.5 3.105 -2.605 8.815
"7601804401" "T" "T" 1997 2008 -74.413744 46.033298 1257 2.985 -2.74 8.71
"7601804402" "T" "M" 1997 2008 -74.417795 46.036099 1251.5 3.05 -2.69 8.785
"7601804602" "M" "M" 1997 2008 -74.033546 46.069959 1217.5 3.41 -2.235 9.055
"7601805001" "B" "B" 1997 2008 -74.149286 46.083612 1245.5 3.005 -2.685 8.7
"7601805101" "R" "M" 1997 2008 -74.249969 46.083293 1252 2.92 -2.81 8.645
"7601805102" "R" "M" 1997 2008 -74.249687 46.087307 1250 2.935 -2.8 8.665
"7601805301" "M" "M" 1997 2008 -74.433211 46.099947 1241.5 2.985 -2.835 8.805
"7601805302" "M" "T" 1997 2008 -74.430509 46.103119 1245.5 2.925 -2.895 8.745
"7601805601" "M" "M" 1997 2008 -74.350416 46.116501 1227 3.13 -2.705 8.965
"7601805602" "M" "M" 1997 2008 -74.35375 46.119571 1252.5 2.785 -3.015 8.58
"7601807201" "M" "M" 1997 2010 -73.063205 46.453103 1035.5 4.59 -0.81 9.985
"7601808301" "M" "M" 1996 2006 -72.833092 46.716565 1265.5 4.585 -0.695 9.87
"7601808302" "M" "M" 1996 2006 -72.836098 46.713272 1261.5 4.64 -0.645 9.92
"7601808401" "M" "M" 1996 2006 -72.898697 46.717149 1317 3.95 -1.335 9.235
"7601808402" "M" "M" 1996 2006 -72.895592 46.71388 1319.5 3.93 -1.345 9.215
"7601900801" "B" "M" 1992 2003 -71.967028 46.649955 1193 4.065 -1.29 9.41
"7601900802" "M" "M" 1992 2003 -71.970057 46.65275 1193.5 4.055 -1.3 9.405
"7601901101" "M" "M" 1992 2003 -71.932191 46.69914 1222 3.86 -1.475 9.195
"7601901102" "R" "R" 1992 2003 -71.936972 46.70043 1226.5 3.805 -1.53 9.135
"7601902101" "T" "T" 1993 2003 -72.033197 46.816791 1344 2.965 -2.425 8.355
"7601902102" "R" "T" 1993 2003 -72.027896 46.817974 1345.5 2.97 -2.425 8.355
"7601902601" "T" "T" 1992 2003 -72.016496 46.882682 1294 2.74 -2.615 8.09
"7601902901" "M" "T" 1993 2003 -71.949591 46.916961 1348 3.14 -2.23 8.51
"7601902902" "T" "T" 1993 2003 -71.944339 46.918413 1349 3.14 -2.225 8.505
"7601903201" "M" "M" 1993 2003 -71.817229 46.966053 1388 2.99 -2.275 8.26
"7601903202" "M" "M" 1993 2003 -71.816883 46.962134 1388 2.995 -2.275 8.26
"7601903302" "R" "R" 1993 2003 -71.615321 47.146406 1399.5 1.895 -3.32 7.11
"7601903401" "R" "R" 1993 2003 -71.733007 47.149945 1422 1.235 -4.005 6.48
"7601903402" "B" "B" 1993 2003 -71.738222 47.149106 1449 0.67 -4.56 5.89
"7601903501" "R" "R" 1997 2003 -71.749 47.167278 1399.5 0.31 -4.85 5.465
"7601903502" "R" "R" 1997 2003 -71.752586 47.164396 1399 0.32 -4.84 5.475
"7601903801" "B" "M" 1997 2007 -72.249302 47.68356 1099.5 1.405 -4.165 6.97
"7601903802" "B" "B" 1997 2007 -72.243992 47.685058 1099.5 1.405 -4.165 6.97
"7607900201" "M" "M" 1997 2010 -72.733881 46.766796 1041.5 4.125 -1.41 9.655
"7607900202" "M" "M" 1997 2010 -72.737381 46.763761 1026.5 4.305 -1.245 9.85
"7607900301" "T" "T" 1993 2003 -72.216389 46.799485 1235.5 3.55 -2.025 9.125
"7607900302" "T" "T" 1993 2003 -72.21641 46.79561 1235 3.55 -2.02 9.125
"7607900401" "M" "M" 1993 2003 -72.049178 46.817723 1353.5 2.765 -2.625 8.15
"7607900402" "M" "M" 1993 2003 -72.054489 46.819049 1367 2.53 -2.835 7.905
"7607900601" "M" "M" 1993 2003 -72.149024 46.866928 1292 3.12 -2.4 8.64
"7607900602" "M" "M" 1993 2003 -72.145543 46.870146 1293.5 3.12 -2.4 8.635
"7607900802" "M" "M" 1993 2003 -72.070686 46.880638 1329.5 2.975 -2.47 8.425
"7607901001" "R" "R" 1993 2003 -72.199641 46.949657 1282 2.925 -2.65 8.505
"7607901002" "R" "M" 1993 2003 -72.199657 46.953646 1285 2.895 -2.68 8.465
"7607901101" "M" "M" 1997 2010 -72.850072 46.94997 1021 3.99 -1.695 9.675
"7607901201" "M" "M" 1992 2003 -72.017229 46.966466 1323 1.96 -3.36 7.27
"7607901202" "M" "M" 1992 2003 -72.02255 46.965572 1322 1.96 -3.36 7.28
"7607901301" "R" "R" 1993 2010 -72.383428 46.966629 1175 3.855 -1.705 9.41
"7607901302" "R" "M" 1993 2010 -72.380765 46.963266 1173.5 3.89 -1.665 9.45
"7607901402" "M" "M" 1993 2010 -72.449777 46.970091 1159.5 3.87 -1.72 9.47
"7607901501" "B" "B" 1992 2003 -71.881169 46.982644 1357.5 1.585 -3.625 6.795
"7607901502" "M" "M" 1992 2003 -71.877597 46.979709 1357.5 1.585 -3.62 6.8
"7607901601" "M" "M" 1993 2003 -72.25064 46.983232 1253.5 2.945 -2.69 8.575
"7607901602" "R" "M" 1993 2003 -72.244966 46.983069 1272 2.775 -2.835 8.385
"7607901701" "R" "M" 1993 2010 -72.332173 46.98366 1200.5 3.595 -1.91 9.1
"7607901801" "R" "T" 1992 2003 -72.116594 47.00007 1283.5 2.2 -3.225 7.62
"7607901802" "M" "M" 1992 2003 -72.116463 47.004107 1283 2.19 -3.23 7.62
"7607901901" "R" "R" 1993 2010 -72.499604 47.000881 1180.5 3.405 -2.18 8.985
"7607901902" "R" "R" 1993 2010 -72.503116 47.002918 1176 3.44 -2.15 9.025
"7607902001" "M" "R" 1993 2003 -72.299655 47.016342 1254 2.63 -3.015 8.275
"7607902002" "M" "R" 1993 2003 -72.303157 47.019356 1270.5 2.38 -3.24 8.005
"7607902101" "M" "R" 1992 2003 -72.31537 47.017003 1201 2.56 -3.07 8.19
"7607902102" "M" "R" 1992 2003 -72.311077 47.01349 1214.5 2.4 -3.205 8.005
"7607902401" "M" "M" 1992 2003 -72.217695 47.032248 1254 2.145 -3.36 7.655
"7607902402" "M" "M" 1992 2003 -72.221066 47.035443 1252.5 2.14 -3.365 7.65
"7607902501" "M" "R" 1993 2003 -71.93105 47.065606 1405 1.52 -3.795 6.835
"7607902502" "R" "R" 1993 2003 -71.930974 47.069619 1401 1.58 -3.73 6.9
"7607902602" "M" "M" 1992 2003 -72.284312 47.087239 1217.5 2.235 -3.35 7.82
"7607902701" "T" "T" 1997 2009 -74.202065 47.087104 1029 1.13 -4.925 7.185
"7607902802" "R" "M" 1993 2003 -71.603049 47.103879 1412 1.94 -3.255 7.14
"7607903001" "M" "M" 1993 2003 -71.965881 47.098487 1412 1.03 -4.275 6.34
"7607903002" "M" "M" 1993 2003 -71.969249 47.095457 1404 1.205 -4.115 6.525
"7607903102" "R" "M" 1992 2003 -72.346563 47.10233 1232 1.74 -3.825 7.31
"7607903302" "R" "M" 1993 2003 -71.893512 47.114158 1339 2.625 -2.735 7.99
"7607903501" "R" "M" 1992 2003 -72.31656 47.133411 1216.5 1.97 -3.615 7.55
"7607903502" "M" "M" 1992 2003 -72.31992 47.136469 1219.5 1.9 -3.68 7.485
"7607903601" "M" "M" 1997 2010 -72.833205 47.13368 1003 3.935 -1.825 9.695
"7607903602" "M" "M" 1997 2010 -72.838605 47.135096 1003 3.93 -1.83 9.695
"7607903801" "R" "R" 1993 2003 -71.532533 47.150794 1459.5 0.845 -4.34 6.03
"7607903802" "B" "B" 1993 2003 -71.528563 47.148023 1456 0.935 -4.25 6.12
"7607903901" "R" "R" 1993 2003 -71.566161 47.183798 1461 0.585 -4.605 5.775
"7607903902" "B" "B" 1993 2003 -71.563668 47.187131 1460.5 0.58 -4.615 5.775
"7607904101" "B" "B" 1993 2003 -71.500102 47.199695 1469 0.425 -4.755 5.61
"7607904102" "R" "R" 1993 2003 -71.500218 47.196024 1470 0.43 -4.75 5.61
"7607904201" "B" "B" 1997 2010 -72.332856 47.200139 1096 3.29 -2.22 8.8
"7607904202" "M" "M" 1997 2010 -72.328799 47.197336 1090 3.37 -2.14 8.885
"7607904301" "M" "M" 1998 2007 -72.833841 47.216742 1043 3.66 -2.11 9.43
"7607904302" "R" "M" 1998 2007 -72.828269 47.215693 1031.5 3.815 -1.965 9.59
