"st0" "st1" "yr0" "yr1" "lat" "lon" "annual_pp" "annual_mean_temp" "annual_min_temp" "annual_max_temp"
"7109606501" "M" "M" 1992 2003 -76.648111 46.640183 1091.5 2.045 -3.88 7.98
"7109606702" "M" "M" 1995 2006 -75.681288 46.654335 1100 3.95 -1.67 9.565
"7109606801" "B" "M" 1992 2003 -76.211064 46.672571 1088 2.62 -3.47 8.705
"7109606802" "M" "M" 1992 2003 -76.214361 46.669449 1088 2.625 -3.465 8.715
"7109606901" "T" "M" 1992 2003 -75.945086 46.682053 1078 2.96 -3.205 9.125
"7109606902" "M" "M" 1992 2003 -75.941264 46.677438 1077.5 2.975 -3.19 9.145
"7109607001" "M" "M" 1997 2006 -75.553964 46.694809 1255 1.665 -3.96 7.285
"7109607002" "R" "R" 1997 2006 -75.560204 46.693098 1244 1.8 -3.84 7.435
"7109607101" "B" "B" 1992 2003 -76.102583 46.702942 1080 2.82 -3.32 8.965
"7109607102" "M" "M" 1992 2003 -76.097309 46.701673 1083 2.79 -3.35 8.93
"7109607601" "M" "M" 1992 2003 -76.142123 46.719581 1087 2.62 -3.5 8.745
"7109607602" "M" "M" 1992 2003 -76.145977 46.716409 1083 2.685 -3.44 8.815
"7109607701" "R" "B" 1992 2003 -76.615979 46.713929 1082 2.115 -3.86 8.085
"7109607802" "M" "M" 1992 2003 -76.629967 46.721525 1075.5 2.19 -3.79 8.165
"7109608001" "M" "M" 1992 2003 -76.257785 46.755241 1087 2.39 -3.7 8.48
"7109608002" "M" "M" 1992 2003 -76.26128 46.758226 1090.5 2.31 -3.77 8.395
"7109608102" "B" "R" 1992 2003 -76.602473 46.758051 1095.5 1.815 -4.15 7.775
"7109608201" "M" "M" 1997 2006 -75.600551 46.766438 1097 3.485 -2.325 9.29
"7109608301" "M" "M" 1992 2003 -76.303956 46.765234 1087.5 2.295 -3.78 8.365
"7109608302" "B" "B" 1992 2003 -76.30689 46.768496 1080 2.41 -3.675 8.495
"7109608402" "T" "M" 1992 2003 -76.430893 46.760002 1074.5 2.375 -3.68 8.425
"7109608501" "M" "M" 1992 2003 -76.543753 46.763667 1095 1.88 -4.1 7.87
"7109608502" "M" "M" 1992 2003 -76.543612 46.767778 1102 1.76 -4.215 7.73
"7109608601" "M" "M" 1992 2003 -75.977506 46.786278 1075.5 2.71 -3.47 8.895
"7109608602" "M" "M" 1992 2003 -75.973898 46.789518 1073 2.74 -3.445 8.93
"7109608802" "R" "M" 1997 2006 -75.585049 46.801986 1089.5 3.54 -2.28 9.37
"7109608901" "B" "B" 1992 2003 -76.511043 46.796466 1081.5 2.07 -3.95 8.085
"7109609001" "M" "M" 1992 2003 -76.526841 46.795717 1096.5 1.805 -4.185 7.795
"7109609002" "R" "R" 1992 2003 -76.526813 46.791858 1097 1.81 -4.18 7.8
"7109609201" "M" "M" 1992 2003 -76.397611 46.838407 1092 1.93 -4.115 7.97
"7109609202" "M" "M" 1992 2003 -76.392119 46.837619 1092 1.93 -4.115 7.975
"7109609302" "M" "M" 1997 2006 -75.466695 46.86408 1114.5 3.23 -2.61 9.07
"7109609401" "M" "M" 1997 2006 -75.713734 46.893365 1076.5 3.52 -2.295 9.335
"7109609402" "M" "M" 1997 2006 -75.710027 46.890245 1059 3.755 -2.075 9.59
"7109609601" "M" "M" 1997 2006 -75.678236 46.939653 1061.5 3.69 -2.15 9.53
"7109609602" "M" "M" 1997 2006 -75.681486 46.936717 1061.5 3.69 -2.15 9.53
"7109609701" "M" "M" 1997 2006 -75.431332 46.951937 1095 3.395 -2.475 9.265
"7109609702" "M" "M" 1997 2006 -75.434276 46.948573 1102.5 3.305 -2.56 9.165
"7109609801" "R" "R" 1997 2006 -75.493188 46.952497 1073.5 3.63 -2.245 9.505
"7109609902" "M" "M" 1992 2003 -76.484343 46.940811 1073.5 1.875 -4.17 7.93
"7109610001" "R" "R" 1997 2006 -75.443431 46.964698 1094.5 3.375 -2.49 9.245
"7109610101" "M" "M" 1997 2006 -75.617267 46.984207 1090.5 3.305 -2.525 9.135
"7109610102" "T" "T" 1997 2006 -75.613927 46.987483 1090 3.31 -2.52 9.135
"7109610301" "M" "M" 1997 2006 -75.588078 47.013153 1070.5 3.545 -2.31 9.4
"7109610302" "M" "M" 1997 2006 -75.583399 47.010624 1071 3.545 -2.305 9.4
"7109610401" "B" "B" 1997 2006 -75.571972 47.024143 1085 3.35 -2.49 9.195
"7109610402" "M" "M" 1997 2006 -75.576002 47.020847 1084 3.365 -2.48 9.205
"7109610501" "R" "M" 1997 2006 -75.677899 47.025969 1076 3.41 -2.415 9.235
"7109610601" "M" "M" 1997 2006 -75.300448 47.06724 1113.5 3.06 -2.815 8.92
"7109610602" "M" "M" 1997 2006 -75.293762 47.068897 1127.5 2.88 -2.975 8.735
"7109610702" "M" "M" 1997 2006 -75.692052 47.0654 1083.5 3.255 -2.56 9.075
"7109610902" "M" "M" 1997 2006 -75.475645 47.07719 1116 2.945 -2.885 8.775
"7109611001" "M" "M" 1997 2006 -75.632322 47.079852 1100 3.065 -2.75 8.875
"7109611102" "M" "M" 1997 2006 -75.682598 47.08266 1076.5 3.335 -2.49 9.16
"7109611201" "M" "M" 1997 2006 -75.271551 47.09922 1100.5 3.195 -2.69 9.07
"7109611202" "M" "M" 1997 2006 -75.275529 47.095206 1097 3.245 -2.645 9.13
"7109611301" "M" "M" 1997 2006 -75.665125 47.120371 1083.5 3.21 -2.61 9.03
"7109611302" "M" "M" 1997 2006 -75.668743 47.116547 1082 3.235 -2.585 9.06
"7109611401" "B" "B" 1997 2006 -75.271028 47.129936 1117 2.95 -2.91 8.805
"7109611402" "R" "B" 1997 2006 -75.271395 47.134033 1122 2.89 -2.965 8.74
"7109611501" "M" "M" 1997 2006 -75.398716 47.151143 1096.5 3.14 -2.715 8.995
"7109611502" "M" "M" 1997 2006 -75.395103 47.14796 1100 3.105 -2.75 8.955
"7109611701" "M" "M" 1997 2006 -75.428444 47.317326 1104.5 2.865 -2.955 8.685
"7109611702" "M" "M" 1997 2006 -75.433372 47.316976 1107.5 2.825 -2.985 8.64
"7109611801" "B" "B" 1997 2006 -75.242662 47.328671 1143.5 2.44 -3.36 8.235
"7109611802" "M" "M" 1997 2006 -75.247517 47.326997 1143.5 2.445 -3.355 8.24
"7109611902" "M" "M" 1997 2006 -75.304108 47.332747 1128.5 2.6 -3.205 8.405
"7109612101" "M" "M" 1997 2006 -75.298546 47.43084 1137.5 2.415 -3.36 8.19
"7109612102" "B" "B" 1997 2006 -75.302068 47.43398 1130 2.505 -3.28 8.29
"7109612201" "R" "M" 1997 2006 -75.351069 47.454011 1127 2.505 -3.275 8.28
"7109612202" "M" "M" 1997 2006 -75.351567 47.450004 1127 2.505 -3.275 8.285
"7109612301" "B" "B" 1997 2006 -75.365875 47.4408 1116.5 2.635 -3.155 8.43
"7109612302" "T" "T" 1997 2006 -75.366101 47.44512 1118 2.615 -3.175 8.4
"7109612401" "R" "B" 1997 2006 -75.319247 47.465481 1127.5 2.505 -3.275 8.28
"7109612402" "B" "B" 1997 2006 -75.314142 47.464187 1124.5 2.545 -3.235 8.325
"7109700101" "M" "T" 1995 2006 -75.749692 46.082562 1097 4.975 -0.47 10.415
"7109700102" "M" "M" 1995 2006 -75.746756 46.086366 1092 5.035 -0.41 10.485
"7109700201" "T" "T" 1995 2006 -75.750085 46.116521 1093 4.965 -0.49 10.425
"7109700202" "T" "T" 1995 2006 -75.755407 46.115206 1092.5 4.97 -0.49 10.425
"7109700301" "M" "M" 1995 2006 -75.732996 46.149914 1094 4.925 -0.55 10.395
"7109800102" "M" "M" 1994 2003 -77.263627 46.03019 901 4.56 -1.21 10.33
"7109800201" "M" "M" 1994 2003 -77.316605 46.099535 946 3.83 -1.905 9.57
"7109800301" "M" "M" 1994 2003 -77.183833 46.116872 982 3.315 -2.41 9.05
"7109800401" "M" "M" 1994 2003 -77.383581 46.116834 919 4.255 -1.5 10.005
"7109800501" "M" "M" 1994 2003 -77.250131 46.133363 970 3.48 -2.255 9.21
"7109800502" "M" "M" 1994 2003 -77.246965 46.136586 970 3.47 -2.26 9.2
"7109800601" "T" "T" 1994 2003 -77.465494 46.134725 902 4.525 -1.24 10.285
"7109800602" "T" "T" 1994 2003 -77.462693 46.131462 900.5 4.555 -1.21 10.325
"7109800701" "M" "M" 1994 2003 -76.633728 46.14971 980 3.765 -2.055 9.585
"7109800801" "R" "R" 1994 2003 -77.33324 46.150287 932 4.045 -1.705 9.79
"7109800802" "M" "B" 1994 2003 -77.330137 46.147116 933 4.025 -1.725 9.77
"7109800902" "R" "T" 1994 2003 -77.222131 46.165538 953 3.74 -2.01 9.485
"7109801001" "B" "M" 1994 2003 -77.283996 46.18326 949.5 3.77 -1.975 9.51
"7109801002" "M" "M" 1994 2003 -77.289135 46.182055 949 3.77 -1.97 9.51
"7109801101" "R" "M" 1994 2003 -77.333283 46.183145 954.5 3.68 -2.055 9.415
"7109801102" "R" "M" 1994 2003 -77.330246 46.186227 961 3.575 -2.15 9.3
"7109801201" "B" "B" 1994 2003 -77.183812 46.199856 963 3.58 -2.16 9.325
"7109801202" "M" "M" 1994 2003 -77.178644 46.201047 959 3.64 -2.105 9.395
"7109801401" "M" "M" 1994 2003 -77.232691 46.216702 955 3.69 -2.06 9.435
"7109801501" "M" "M" 1994 2003 -77.233146 46.231346 958.5 3.625 -2.12 9.37
"7109801502" "M" "M" 1994 2003 -77.238475 46.230457 964.5 3.535 -2.205 9.275
"7109801601" "M" "M" 1994 2003 -77.382603 46.23289 961 3.555 -2.17 9.28
"7109801602" "T" "T" 1994 2003 -77.379437 46.229487 960.5 3.56 -2.165 9.285
"7109801701" "M" "R" 1994 2003 -76.583249 46.249826 1014.5 3.255 -2.55 9.065
"7109801702" "R" "B" 1994 2003 -76.583254 46.253488 1013.5 3.265 -2.54 9.08
"7109801801" "R" "R" 1994 2003 -77.216304 46.250284 963.5 3.55 -2.195 9.3
"7109801802" "M" "M" 1994 2003 -77.213049 46.253256 963.5 3.545 -2.2 9.295
"7109801901" "M" "M" 1994 2003 -77.283126 46.266077 963 3.53 -2.205 9.265
"7109801902" "B" "B" 1994 2003 -77.279929 46.262923 962.5 3.535 -2.205 9.275
"7109802002" "R" "M" 1994 2003 -76.63841 46.282207 1006.5 3.295 -2.52 9.105
"7109802101" "M" "M" 1994 2003 -77.16609 46.282645 972 3.425 -2.33 9.17
"7109802102" "T" "T" 1994 2003 -77.1662 46.278893 972 3.425 -2.32 9.175
"7109802201" "M" "M" 1994 2003 -76.648684 46.3 1006 3.285 -2.53 9.095
"7109802202" "M" "M" 1994 2003 -76.648733 46.303878 1009 3.235 -2.575 9.045
"7109802302" "M" "M" 1994 2003 -77.078792 46.335394 978.5 3.34 -2.42 9.105
"7109802401" "M" "M" 1994 2003 -76.699943 46.349091 1003.5 3.235 -2.58 9.05
"7109802402" "M" "M" 1994 2003 -76.69479 46.350441 1003.5 3.245 -2.575 9.055
"7109802601" "M" "M" 1994 2003 -76.599772 46.399957 1013 3.145 -2.69 8.98
"7109802602" "M" "M" 1994 2003 -76.594364 46.401221 1013 3.145 -2.69 8.98
"7109802701" "M" "M" 1994 2003 -77.016562 46.416882 984.5 3.235 -2.55 9.015
"7109802702" "B" "B" 1994 2003 -77.019536 46.413611 982 3.275 -2.51 9.06
"7109802901" "M" "M" 1994 2003 -76.632 46.433366 1021 2.97 -2.86 8.79
"7109802902" "R" "M" 1994 2003 -76.629118 46.436545 1021.5 2.96 -2.86 8.785
"7109803002" "M" "M" 1994 2003 -77.138549 46.434008 968 3.405 -2.375 9.19
"7109803101" "M" "M" 1994 2003 -76.948833 46.449485 984 3.255 -2.545 9.06
"7109803201" "M" "R" 1994 2003 -76.798493 46.46626 1002.5 3.075 -2.74 8.89
"7109803301" "M" "M" 1994 2003 -76.932515 46.466588 977.5 3.35 -2.465 9.165
"7109803302" "M" "M" 1994 2003 -76.92972 46.463764 985.5 3.235 -2.57 9.045
"7109803401" "M" "M" 1992 2003 -76.599224 46.499769 1083.5 2.445 -3.475 8.365
"7109803402" "M" "M" 1992 2003 -76.602865 46.502825 1084 2.43 -3.49 8.345
"7109803601" "B" "R" 1994 2003 -76.748648 46.499956 1011 2.955 -2.87 8.775
"7109803602" "M" "R" 1994 2003 -76.753973 46.498982 1019 2.83 -2.98 8.64
"7109803702" "M" "M" 1994 2003 -77.194998 46.49941 978.5 3.17 -2.595 8.94
"7109803802" "B" "B" 1994 2003 -77.211292 46.496071 978 3.18 -2.585 8.945
"7109803901" "M" "M" 1994 2003 -76.999295 46.533216 976.5 3.275 -2.54 9.09
"7109804001" "M" "M" 1994 2003 -76.831442 46.565927 1017 2.74 -3.07 8.54
"7109804002" "M" "M" 1994 2003 -76.831458 46.562166 1016.5 2.74 -3.065 8.55
"7109900102" "M" "M" 1994 2003 -76.613114 45.913167 1006 3.475 -2.285 9.23
"7109900201" "M" "M" 1994 2003 -76.716975 45.966761 975 3.775 -2.005 9.555
"7109900202" "R" "M" 1994 2003 -76.717184 45.970737 975 3.77 -2.015 9.555
"7109900301" "M" "M" 1994 2003 -76.682965 45.982836 968 3.91 -1.885 9.705
"7109900302" "T" "T" 1994 2003 -76.683003 45.986642 969 3.89 -1.9 9.68
"7109900401" "T" "T" 1994 2003 -76.68335 46.017575 990.5 3.58 -2.2 9.35
"7109900402" "T" "T" 1994 2003 -76.678115 46.016099 984.5 3.67 -2.11 9.455
"7109900501" "M" "M" 1994 2003 -76.649801 46.066544 979.5 3.765 -2.035 9.565
"7109900602" "M" "M" 1994 2003 -76.804848 46.267822 981.5 3.515 -2.29 9.315
"7109900701" "M" "M" 1994 2003 -76.850693 46.265226 1008.5 3.08 -2.685 8.845
"7200500201" "T" "M" 1997 2003 -78.633272 46.733795 983 2.48 -3.22 8.175
"7200500202" "T" "T" 1997 2003 -78.63302 46.737662 983 2.475 -3.22 8.17
"7200500301" "M" "M" 1996 2003 -78.832607 46.883855 978.5 2.83 -2.745 8.405
"7200500302" "M" "M" 1996 2003 -78.832768 46.887805 978.5 2.825 -2.75 8.41
"7200500401" "T" "M" 1993 2003 -77.532695 46.94982 1009 2.03 -3.72 7.77
"7200500501" "M" "M" 1993 2003 -77.564794 46.9494 1008 2.02 -3.715 7.76
"7200500502" "M" "M" 1993 2003 -77.561994 46.952602 1010 1.99 -3.74 7.73
"7200500802" "B" "B" 1993 2003 -77.451417 47.018895 1009.5 1.965 -3.805 7.74
"7200500902" "R" "R" 1996 2003 -78.736198 47.020075 976.5 2.55 -3.08 8.175
"7200501002" "R" "M" 1996 2003 -78.79654 47.019922 973 2.62 -3.005 8.24
"7200501102" "B" "B" 1996 2003 -78.712798 47.053103 970.5 2.56 -3.09 8.21
"7200501201" "B" "M" 1996 2003 -78.765882 47.050298 971.5 2.56 -3.08 8.2
"7200501202" "B" "M" 1996 2003 -78.765775 47.05422 971 2.555 -3.085 8.2
"7200501302" "B" "B" 1996 2003 -79.386125 47.080347 952 2.96 -2.645 8.56
"7200501401" "M" "M" 1996 2003 -78.699625 47.099467 971.5 2.435 -3.23 8.095
"7200501402" "R" "M" 1996 2003 -78.699436 47.103307 969.5 2.455 -3.21 8.125
"7200501502" "M" "M" 1997 2005 -79.412584 47.103508 790.5 3.4 -2.545 9.335
"7200501601" "T" "M" 1997 2005 -79.399865 47.134236 779 3.52 -2.45 9.49
"7200501602" "T" "T" 1997 2005 -79.399845 47.13815 779 3.52 -2.45 9.485
"7200501701" "B" "B" 1996 2003 -78.982379 47.149897 960 2.565 -3.09 8.22
"7200501702" "M" "M" 1996 2003 -78.976877 47.148864 960 2.57 -3.09 8.22
"7200501801" "M" "M" 1996 2003 -79.266125 47.167956 965 2.485 -3.13 8.1
"7200501901" "M" "M" 1996 2003 -78.933008 47.18338 967 2.35 -3.31 8.01
"7200502001" "R" "R" 1996 2003 -79.23212 47.183516 963 2.47 -3.155 8.085
"7200502101" "B" "R" 1996 2003 -78.815871 47.200363 959.5 2.4 -3.285 8.095
"7200502201" "B" "B" 1996 2003 -78.832261 47.200585 959.5 2.4 -3.285 8.095
"7200502301" "R" "R" 1996 2003 -78.682424 47.217003 966.5 2.22 -3.485 7.92
"7200502302" "M" "M" 1996 2003 -78.678865 47.214036 969 2.19 -3.51 7.885
"7200502401" "R" "R" 1996 2003 -79.066136 47.216724 967 2.27 -3.38 7.925
"7200502501" "R" "R" 1996 2003 -79.182793 47.217574 962.5 2.36 -3.28 8
"7200502502" "R" "R" 1996 2003 -79.186481 47.21448 963.5 2.345 -3.29 7.985
"7200502601" "T" "M" 1996 2003 -78.732593 47.233668 961.5 2.265 -3.44 7.975
"7200502602" "B" "B" 1996 2003 -78.732795 47.229721 956.5 2.355 -3.365 8.065
"7200502701" "B" "B" 1996 2003 -78.765765 47.233031 959 2.315 -3.395 8.02
"7200502702" "M" "M" 1996 2003 -78.760192 47.232078 959 2.315 -3.395 8.025
"7200502801" "M" "M" 1996 2003 -78.48256 47.283572 962.5 2.115 -3.625 7.86
"7200502802" "T" "T" 1996 2003 -78.478768 47.280732 963 2.115 -3.63 7.855
"7200502901" "B" "B" 1996 2003 -78.815985 47.282854 961 2.15 -3.565 7.86
"7200502902" "M" "M" 1996 2003 -78.810572 47.284306 959.5 2.17 -3.545 7.88
"7200503001" "B" "B" 1996 2003 -78.833148 47.283558 953 2.28 -3.44 8.005
"7200503002" "B" "B" 1996 2003 -78.838843 47.282746 955 2.25 -3.465 7.97
"7200503201" "M" "M" 1996 2003 -78.816546 47.317257 954 2.17 -3.56 7.9
"7200503202" "T" "T" 1996 2003 -78.810964 47.31627 956 2.135 -3.59 7.86
"7200600101" "B" "B" 1996 2007 -77.749781 48.449596 878 1.165 -4.75 7.075
"7200600102" "R" "B" 1996 2007 -77.746724 48.452849 878 1.155 -4.755 7.075
"7200600201" "R" "B" 1996 2007 -77.516729 48.549879 883 1.145 -4.79 7.085
"7200700101" "R" "R" 1996 2007 -77.566757 48.784035 868 1.065 -4.885 7.02
"7200700301" "R" "B" 1996 2007 -77.565338 48.950164 868 0.92 -4.985 6.82
"7200700401" "R" "B" 1996 2007 -78.10018 49.034454 840.5 0.865 -5.145 6.875
"7200700402" "R" "B" 1996 2007 -78.100018 49.037806 840.5 0.87 -5.14 6.88
"7200700501" "R" "R" 1997 2007 -77.316071 49.066405 886.5 0.835 -5.04 6.705
"7200700502" "B" "R" 1997 2007 -77.312735 49.063842 886.5 0.835 -5.04 6.705
"7200700601" "R" "R" 1996 2007 -77.882876 49.200029 856 0.65 -5.245 6.54
"7200700801" "B" "B" 1996 2007 -78.150621 49.26774 854.5 0.425 -5.47 6.325
"7200700802" "B" "B" 1996 2007 -78.146734 49.264664 850 0.505 -5.4 6.41
"7200700902" "R" "R" 1996 2007 -77.387379 49.297275 866.5 0.8 -4.96 6.56
"7200701001" "R" "R" 1996 2007 -77.883383 49.316944 857 0.55 -5.295 6.395
"7200701101" "R" "B" 1997 2007 -77.282677 49.416703 886.5 0.555 -5.24 6.345
"7200701102" "R" "R" 1997 2007 -77.279252 49.419845 886.5 0.555 -5.24 6.345
"7200701201" "B" "R" 1996 2007 -77.783011 49.467291 855.5 0.545 -5.23 6.315
"7200701202" "B" "R" 1996 2007 -77.777227 49.466199 854.5 0.565 -5.215 6.335
"7200701301" "B" "B" 1996 2007 -77.750254 49.483626 853.5 0.59 -5.175 6.35
"7200701302" "B" "B" 1996 2007 -77.74589 49.480738 856 0.54 -5.22 6.305
"7200701601" "R" "B" 1996 2007 -77.664931 49.733296 853.5 0.42 -5.245 6.085
"7200701602" "B" "B" 1996 2007 -77.67104 49.733992 857.5 0.35 -5.31 6.005
"7200701801" "R" "R" 1996 2007 -78.216134 49.733696 837.5 0.3 -5.425 6.025
"7200800202" "R" "B" 1996 2007 -77.206461 49.499323 885.5 0.435 -5.23 6.095
"7200902801" "B" "B" 1992 1999 -75.731903 50.533282 969.5 -0.74 -6.405 4.925
"7200902802" "B" "B" 1992 1999 -75.731855 50.52929 969.5 -0.735 -6.395 4.93
"7208800101" "M" "M" 1997 2003 -78.360945 46.664945 961 2.84 -2.895 8.575
"7208800102" "B" "M" 1997 2003 -78.364054 46.668125 961 2.84 -2.895 8.575
"7208800201" "M" "M" 1997 2003 -78.313847 46.69779 963.5 2.755 -2.985 8.505
"7208800202" "B" "B" 1997 2003 -78.314123 46.69414 963.5 2.765 -2.985 8.505
"7208800301" "M" "M" 1996 2003 -78.344897 46.719538 987.5 2.865 -2.715 8.44
"7208800302" "B" "B" 1996 2003 -78.348432 46.722479 987.5 2.86 -2.715 8.44
"7208800401" "B" "B" 1996 2003 -78.423627 46.730391 979.5 2.985 -2.595 8.565
"7208800502" "T" "T" 1996 2003 -78.473624 46.744696 982 2.935 -2.64 8.51
"7208800601" "M" "M" 1996 2003 -78.170894 46.751773 991 2.715 -2.89 8.315
"7208800602" "M" "M" 1996 2003 -78.176182 46.750692 988 2.76 -2.845 8.365
"7208800701" "M" "M" 1996 2003 -78.407187 46.763756 994 2.695 -2.875 8.27
"7208800801" "M" "M" 1996 2003 -78.312131 46.817076 994.5 2.57 -3.035 8.165
"7208800802" "M" "M" 1996 2003 -78.3092 46.81387 994 2.58 -3.015 8.18
"7208801001" "B" "R" 1996 2003 -78.503386 46.871602 978.5 2.765 -2.85 8.375
"7208801102" "B" "R" 1996 2003 -78.300587 46.8906 974 2.745 -2.895 8.39
"7208801302" "B" "R" 1996 2003 -78.265581 46.932637 973 2.675 -2.98 8.335
"7208801401" "B" "B" 1996 2003 -78.280017 46.957414 969.5 2.69 -2.98 8.36
"7208801601" "M" "M" 1996 2003 -78.328801 46.947254 971 2.69 -2.97 8.35
"7208801701" "M" "M" 1996 2003 -78.360891 46.980234 971.5 2.62 -3.045 8.29
"7208801702" "R" "R" 1996 2003 -78.364654 46.983133 971.5 2.62 -3.045 8.285
"7208801801" "M" "M" 1996 2003 -78.471417 46.980012 977.5 2.55 -3.095 8.195
"7208801802" "B" "B" 1996 2003 -78.470331 46.976323 977.5 2.555 -3.085 8.2
"7208801901" "M" "M" 1996 2003 -78.297604 47.000467 969 2.62 -3.06 8.3
"7208801902" "M" "M" 1996 2003 -78.293162 46.998046 970 2.6 -3.075 8.285
"7208802101" "B" "B" 1996 2003 -78.376919 47.023943 970 2.56 -3.115 8.235
"7208802102" "B" "B" 1996 2003 -78.382159 47.022465 970 2.56 -3.115 8.245
"7208802201" "B" "B" 1996 2003 -78.328669 47.066407 965.5 2.54 -3.155 8.24
"7208802302" "M" "M" 1996 2003 -78.243702 47.109785 963.5 2.48 -3.24 8.205
"7208802401" "B" "B" 1996 2003 -78.533697 47.326232 968 1.93 -3.81 7.675
"7208802402" "B" "M" 1996 2003 -78.530139 47.329791 966 1.945 -3.8 7.695
"7208802502" "R" "R" 1996 2003 -78.564611 47.334072 963 1.99 -3.76 7.735
"7208802601" "B" "M" 1996 2003 -78.578971 47.327009 962.5 2 -3.745 7.755
"7208802602" "M" "M" 1996 2003 -78.576211 47.323731 967.5 1.93 -3.805 7.665
"7208900102" "R" "M" 1997 2003 -78.352745 46.301557 963.5 3.15 -2.52 8.82
"7208900201" "M" "M" 1997 2003 -78.45058 46.31619 970.5 3.08 -2.57 8.735
"7209000502" "M" "M" 1997 2003 -77.980723 46.286135 946.5 3.26 -2.44 8.97
"7209000601" "M" "M" 1997 2003 -78.100754 46.283014 923 3.69 -2.035 9.41
"7209000602" "T" "T" 1997 2003 -78.101392 46.279351 923 3.695 -2.03 9.415
"7209000702" "M" "M" 1997 2003 -78.119987 46.286604 926.5 3.635 -2.085 9.35
"7209000801" "M" "M" 1997 2003 -78.133643 46.283358 911.5 3.895 -1.835 9.63
"7209000802" "T" "T" 1997 2003 -78.133661 46.279498 900.5 4.075 -1.67 9.81
"7209001101" "T" "T" 1997 2003 -77.900217 46.316544 960 3.02 -2.68 8.73
"7209001102" "T" "T" 1997 2003 -77.900251 46.320412 954.5 3.105 -2.6 8.81
"7209001201" "T" "T" 1997 2003 -78.082981 46.317002 951 3.21 -2.495 8.915
"7209001202" "M" "M" 1997 2003 -78.079684 46.313965 967.5 2.95 -2.74 8.635
"7209001301" "M" "M" 1997 2003 -78.083304 46.333157 957.5 3.09 -2.605 8.785
"7209001302" "M" "T" 1997 2003 -78.080726 46.329895 957.5 3.095 -2.605 8.795
"7209001501" "M" "M" 1997 2003 -77.833205 46.350347 930 3.47 -2.265 9.2
"7209001601" "M" "M" 1997 2003 -77.883801 46.349889 973 2.8 -2.9 8.495
"7209001602" "M" "M" 1997 2003 -77.88056 46.347058 958 3.035 -2.675 8.745
"7209001701" "M" "M" 1997 2003 -78.283223 46.349909 950 3.285 -2.405 8.975
"7209001702" "M" "M" 1997 2003 -78.288525 46.348678 949 3.305 -2.385 8.995
"7209001801" "T" "T" 1997 2003 -78.282855 46.366468 963 3.065 -2.615 8.75
"7209001802" "M" "M" 1997 2003 -78.288195 46.367722 952.5 3.235 -2.455 8.925
"7209001901" "T" "T" 1997 2003 -78.332638 46.366835 962.5 3.095 -2.575 8.77
"7209001902" "T" "T" 1997 2003 -78.338145 46.365766 951 3.28 -2.405 8.97
"7209002001" "M" "M" 1997 2003 -78.38196 46.367534 958 3.19 -2.485 8.86
"7209002002" "M" "M" 1997 2003 -78.377266 46.365707 952 3.285 -2.4 8.96
"7209002102" "M" "M" 1997 2003 -77.853552 46.380338 944.5 3.23 -2.5 8.955
"7209002301" "R" "M" 1997 2003 -77.950157 46.400009 955.5 3.055 -2.665 8.77
"7209002302" "R" "M" 1997 2003 -77.946689 46.40313 963.5 2.92 -2.785 8.635
"7209002401" "M" "M" 1997 2003 -78.282803 46.399793 978.5 2.795 -2.875 8.465
"7209002402" "M" "M" 1997 2003 -78.279614 46.402845 972 2.895 -2.785 8.565
"7209002701" "M" "M" 1997 2003 -78.199807 46.433725 973 2.82 -2.865 8.51
"7209002702" "M" "M" 1997 2003 -78.203606 46.436468 973 2.81 -2.87 8.5
"7209003101" "B" "M" 1997 2003 -78.405535 46.485291 962 3.025 -2.66 8.71
"7209003102" "M" "M" 1997 2003 -78.400705 46.483841 961.5 3.025 -2.66 8.71
"7209003201" "R" "B" 1997 2003 -78.015632 46.517162 967.5 2.795 -2.93 8.515
"7209003202" "R" "R" 1997 2003 -78.018783 46.520163 967.5 2.785 -2.94 8.515
"7209003401" "B" "B" 1997 2003 -78.38352 46.533734 977.5 2.725 -2.96 8.41
"7209003701" "M" "M" 1994 2003 -77.599101 46.649889 1010.5 2.43 -3.25 8.1
"7209003801" "M" "R" 1994 2003 -77.665861 46.666897 1002.5 2.525 -3.15 8.195
"7209003802" "M" "M" 1994 2003 -77.669158 46.670129 994 2.655 -3.03 8.34
"7209003901" "M" "M" 1994 2003 -77.716356 46.716861 986 2.71 -2.98 8.4
"7209003902" "T" "M" 1994 2003 -77.716362 46.72063 986 2.705 -2.99 8.4
"7209100201" "R" "R" 1997 2003 -78.550749 46.516845 981 2.755 -2.9 8.41
"7209100402" "M" "M" 1997 2003 -78.836106 46.514026 980 2.9 -2.715 8.525
"7209100501" "M" "T" 1997 2003 -78.950258 46.534065 942 3.545 -2.11 9.2
"7209100502" "T" "T" 1997 2003 -78.955601 46.532948 929 3.77 -1.905 9.44
"7209100601" "M" "M" 1997 2003 -78.58363 46.550177 982.5 2.695 -2.965 8.35
"7209100602" "M" "M" 1997 2003 -78.580528 46.546994 983.5 2.685 -2.965 8.345
"7209100701" "M" "M" 1997 2003 -78.899403 46.550525 972 3.015 -2.615 8.635
"7209100702" "R" "R" 1997 2003 -78.896005 46.553584 972 3.005 -2.62 8.635
"7209100801" "T" "T" 1997 2003 -78.716995 46.566579 966.5 2.99 -2.67 8.65
"7209100802" "M" "M" 1997 2003 -78.711694 46.567802 976 2.835 -2.82 8.48
