"","id_plot","av_annual_pp","av_annual_mean_tp","av_annual_min_tp","av_annual_max_tp","int","t0","t1"
"1531",7501103602,1133,2.215,-2.695,7.12,8,"C","C"
"1532",7501103701,1148.5,2.29,-3.065,7.645,11,"T","T"
"1533",7501103702,1163,2.065,-3.26,7.385,11,"M","M"
"1534",7501103801,1145.5,2.055,-2.835,6.945,8,"T","T"
"1535",7501103802,1146,2.05,-2.84,6.94,8,"M","M"
"1536",7501103902,1157,2.255,-2.985,7.5,11,"D","D"
"1537",7501104201,1176.5,1.615,-3.23,6.455,8,"T","T"
"1538",7501104202,1176,1.62,-3.23,6.46,8,"T","T"
"1539",7501104301,1160.5,2.3,-2.865,7.455,11,"C","M"
"1540",7501104302,1163.5,2.25,-2.905,7.395,11,"C","C"
"1541",7501104402,1139.5,2.67,-2.43,7.77,11,"M","M"
"1542",7501104702,1101,2.7,-2.12,7.52,8,"M","C"
"1543",7501104801,1182,2.03,-3.015,7.085,11,"M","M"
"1544",7501104802,1181,2.05,-3.005,7.105,11,"T","T"
"1545",7501104902,1137.5,2.305,-2.43,7.035,8,"M","M"
"1546",7501105001,1064.5,2.945,-2.615,8.515,8,"T","T"
"1547",7501105002,1064.5,2.95,-2.615,8.515,8,"C","C"
"1548",7501105201,1056,3.33,-1.485,8.14,8,"C","C"
"1550",7501105602,1183.5,1.63,-3.56,6.82,8,"C","C"
"1551",7501105701,1058,3.205,-1.53,7.94,9,"T","T"
"1552",7501105901,1191,1.495,-3.725,6.71,8,"C","C"
"1553",7501106001,1092.5,2.545,-2.88,7.97,8,"M","M"
"1554",7501106101,1124.5,2.04,-2.69,6.76,9,"M","M"
"1555",7501106201,1169,1.605,-3.67,6.875,8,"C","C"
"1556",7501106202,1160.5,1.72,-3.575,7.02,8,"M","M"
"1557",7501106301,1170,1.655,-3.62,6.925,8,"T","T"
"1558",7501106302,1175.5,1.575,-3.68,6.835,8,"C","C"
"1559",7501106401,967,2.25,-2.74,7.24,6,"M","M"
"1560",7501106602,1061,2.605,-2.385,7.595,7,"M","M"
"1561",7501106702,1085,2.71,-1.99,7.41,9,"M","M"
"1562",7501106802,1151.5,1.76,-3.475,6.995,8,"C","C"
"1563",7501106901,1132.5,2.115,-3.16,7.39,8,"M","M"
"1564",7501106902,1156.5,1.76,-3.45,6.97,8,"T","M"
"1565",7501107001,1056.5,3.25,-1.57,8.06,8,"T","M"
"1566",7501107101,1126,2.05,-3.165,7.265,8,"M","M"
"1567",7501107102,1126,2.05,-3.16,7.255,8,"M","M"
"1568",7501107202,1146,2.055,-2.84,6.95,8,"M","M"
"1569",7501107301,1168.5,1.37,-3.645,6.38,8,"C","C"
"1570",7501107401,1161,1.72,-3.36,6.8,8,"T","T"
"1571",7501107402,1171,1.575,-3.49,6.635,8,"T","T"
"1572",7501107601,1171.5,1.32,-3.655,6.3,8,"C","C"
"1573",7501107701,1121,2.215,-2.935,7.375,8,"C","C"
"1574",7501107702,1140.5,1.955,-3.175,7.085,8,"C","C"
"1575",7501107801,1116.5,2.355,-2.64,7.355,8,"M","M"
"1576",7501107802,1127.5,2.205,-2.78,7.19,8,"T","T"
"1577",7501107902,1253.5,0.29,-4.565,5.15,8,"C","C"
"1578",7501108002,1110.5,2.39,-2.61,7.385,8,"M","C"
"1579",7501108101,1136.5,1.94,-3.135,7.01,8,"T","M"
"1580",7501108201,1087.5,2.71,-2.065,7.485,8,"T","T"
"1581",7501108202,1087,2.71,-2.06,7.48,8,"M","M"
"1582",7501108301,1140,1.65,-3.27,6.57,8,"T","T"
"1583",7501108302,1142.5,1.62,-3.3,6.54,8,"T","T"
"1584",7501108501,1113.5,2.175,-2.715,7.07,8,"M","M"
"1585",7501108502,1113,2.175,-2.715,7.07,8,"M","M"
"1586",7501108602,1081,2.585,-2.24,7.405,8,"M","M"
"1587",7501108701,1110.5,2.12,-2.81,7.055,8,"M","M"
"1589",7501108801,1114.5,2.055,-2.86,6.97,8,"M","M"
"1590",7501108802,1114.5,2.055,-2.86,6.97,8,"M","M"
"1591",7501108901,1098,2.32,-2.5,7.145,8,"C","M"
"1592",7501109002,1123.5,1.82,-3.04,6.68,8,"C","C"
"1593",7501109102,1077.5,2.425,-2.5,7.35,8,"C","C"
"1594",7501109301,1110,1.96,-2.905,6.82,8,"T","T"
"1595",7501109302,1119,1.835,-3.015,6.68,8,"M","M"
"1596",7501109601,1099,2.075,-2.765,6.915,8,"M","M"
"1597",7501109602,1085,2.26,-2.6,7.125,8,"M","M"
"1598",7501109702,1194,0.815,-3.885,5.52,8,"C","C"
"1600",7501109802,1201,0.815,-3.86,5.49,8,"T","C"
"1601",7501109901,1068.5,2.285,-2.525,7.1,8,"M","M"
"1602",7501110001,1099.5,1.775,-2.97,6.525,8,"T","M"
"1603",7501110002,1100,1.785,-2.97,6.525,8,"T","T"
"1604",7501110101,1074,1.94,-2.785,6.66,8,"M","M"
"1605",7501110102,1074.5,1.94,-2.78,6.665,8,"T","T"
"1606",7501200101,924.5,1.5,-4.54,7.54,9,"C","C"
"1607",7501200201,878,1.88,-4.22,7.975,9,"C","C"
"1608",7501200202,879,1.875,-4.22,7.965,9,"C","C"
"1610",7501200402,907.5,1.59,-4.22,7.405,11,"C","C"
"1611",7501200802,912,1.44,-4.395,7.27,11,"C","C"
"1613",7501200902,954,0.81,-4.97,6.59,11,"T","T"
"1614",7501201001,952.5,0.945,-4.835,6.72,11,"C","C"
"1615",7501201002,951.5,0.965,-4.815,6.745,11,"C","C"
"1616",7501201101,906,1.4,-4.445,7.24,11,"C","C"
"1617",7501201102,907,1.39,-4.455,7.23,11,"C","C"
"1618",7501201201,946,0.84,-4.95,6.625,11,"C","C"
"1619",7501201401,906,1.305,-4.535,7.145,11,"M","M"
"1621",7501201601,934,0.295,-5.495,6.09,15,"M","C"
"1622",7501201602,936,0.265,-5.525,6.055,15,"C","C"
"1624",7501201902,934,0.225,-5.54,5.985,15,"C","C"
"1625",7501202001,927.5,0.295,-5.47,6.055,15,"C","C"
"1626",7501202102,931,0.295,-5.47,6.06,15,"C","C"
"1627",7501202201,928.5,0.27,-5.485,6.02,15,"C","C"
"1628",7501400101,826.5,2.005,-4.06,8.065,9,"C","C"
"1629",7501400201,828,2.06,-4.01,8.14,9,"C","C"
"1630",7501400202,831,2.01,-4.06,8.08,9,"C","C"
"1631",7501400301,836.5,1.945,-4.135,8.02,9,"C","C"
"1632",7501400302,827.5,2.105,-3.99,8.2,9,"T","M"
"1633",7501400402,848,1.93,-4.18,8.04,9,"C","C"
"1634",7501400601,766.5,2.16,-3.935,8.255,9,"C","C"
"1635",7501400602,768,2.135,-3.955,8.225,9,"C","C"
"1636",7501400701,832,1.995,-4.12,8.1,9,"T","M"
"1637",7501400802,825,1.82,-4.26,7.905,9,"C","C"
"1638",7501401001,791,1.955,-4.135,8.055,9,"C","C"
"1639",7501401002,791.5,1.955,-4.135,8.055,9,"T","T"
"1640",7501401201,826.5,1.95,-4.17,8.07,9,"C","C"
"1641",7501401202,830,1.89,-4.22,8.005,9,"T","T"
"1642",7501401402,816,1.745,-4.35,7.84,9,"C","C"
"1643",7501401501,813.5,1.755,-4.335,7.85,9,"T","M"
"1644",7501401601,778.5,1.935,-4.165,8.035,9,"T","T"
"1645",7501401602,778.5,1.94,-4.155,8.04,9,"M","M"
"1646",7501401702,795.5,1.855,-4.255,7.96,9,"M","C"
"1647",7501401801,756,1.87,-4.25,7.995,9,"T","T"
"1648",7501402001,774,1.64,-4.475,7.75,9,"M","M"
"1649",7501402002,774.5,1.64,-4.475,7.755,9,"T","T"
"1650",7501402102,765.5,1.76,-4.365,7.88,9,"T","T"
"1651",7501402302,878,1.355,-4.48,7.185,11,"T","T"
"1652",7501402502,778.5,1.645,-4.49,7.775,9,"T","T"
"1653",7501402601,870.5,1.355,-4.48,7.185,11,"C","C"
"1654",7501402802,806.5,1.655,-4.5,7.81,9,"C","C"
"1655",7501402901,790.5,1.585,-4.555,7.73,9,"T","T"
"1656",7501402902,793.5,1.535,-4.61,7.67,9,"T","T"
"1657",7501403001,883.5,1.115,-4.75,6.975,11,"C","C"
"1658",7501403002,890,1.015,-4.84,6.865,11,"T","C"
"1659",7501403101,860.5,2.31,-3.35,7.97,14,"T","T"
"1660",7501403102,859.5,2.34,-3.32,8,14,"M","C"
"1661",7501403201,859.5,1.195,-4.675,7.055,11,"C","C"
"1662",7501403301,808.5,1.58,-4.6,7.75,9,"T","T"
"1663",7501403302,808.5,1.59,-4.59,7.765,9,"T","T"
"1664",7501403401,808,1.58,-4.59,7.76,9,"T","T"
"1665",7501403402,807.5,1.59,-4.585,7.76,9,"T","T"
"1666",7501403501,784,1.46,-4.705,7.625,9,"T","T"
"1667",7501403502,782,1.49,-4.675,7.655,9,"M","M"
"1668",7501403602,853.5,2.32,-3.355,7.99,14,"T","T"
"1669",7501403702,817,1.28,-4.89,7.44,9,"M","M"
"1670",7501403801,789.5,1.55,-4.66,7.755,9,"M","M"
"1671",7501403802,793,1.495,-4.705,7.7,9,"T","T"
"1672",7501403901,769.5,1.665,-4.555,7.89,9,"T","T"
"1673",7501403902,770.5,1.66,-4.555,7.88,9,"C","C"
"1674",7501404001,774.5,1.605,-4.62,7.83,9,"C","C"
"1675",7501404002,777.5,1.545,-4.67,7.765,9,"M","C"
"1676",7501404301,802.5,1.195,-5.015,7.405,9,"C","C"
"1677",7501404302,802,1.2,-5.01,7.41,9,"C","C"
"1680",7501404601,781,2.115,-3.51,7.745,14,"T","T"
"1681",7501404602,783.5,2.075,-3.555,7.695,14,"M","M"
"1682",7501404701,858.5,1.965,-3.75,7.67,14,"M","M"
"1683",7501404702,859,1.965,-3.75,7.67,14,"T","M"
"1684",7501404801,855,1.985,-3.735,7.715,14,"T","T"
"1685",7501404902,838,1.06,-4.945,7.065,11,"T","T"
"1686",7501405001,819,1.815,-3.885,7.525,14,"M","C"
"1687",7501405101,772,2.175,-3.53,7.875,14,"T","C"
"1688",7501405102,771,2.18,-3.52,7.885,14,"T","T"
"1689",7501405202,844.5,0.925,-5.115,6.965,11,"C","C"
"1690",7501405301,842.5,0.86,-5.155,6.875,11,"C","C"
"1691",7501405401,864,0.84,-5.16,6.835,11,"C","C"
"1692",7501405402,859.5,0.915,-5.09,6.925,11,"T","T"
"1693",7501405501,818.5,1.825,-3.935,7.595,14,"T","T"
"1694",7501405802,787,1.905,-3.88,7.695,14,"T","T"
"1695",7501406001,829,0.735,-5.265,6.735,11,"T","M"
"1696",7501406102,796.5,1.785,-4.015,7.58,14,"T","M"
"1698",7501406301,770.5,1.895,-3.86,7.655,14,"T","T"
"1699",7501406401,837,0.77,-5.28,6.82,11,"C","C"
"1700",7501406501,832,0.635,-5.38,6.645,11,"C","C"
"1701",7501406701,786,1.64,-4.13,7.41,14,"T","T"
"1702",7501406702,788,1.6,-4.17,7.365,14,"C","M"
"1703",7501406801,790,1.645,-4.155,7.44,14,"T","T"
"1704",7501407001,839.5,0.555,-5.46,6.575,11,"C","C"
"1705",7501407002,839,0.56,-5.455,6.575,11,"C","C"
"1706",7501407101,845.5,0.655,-5.34,6.645,11,"C","C"
"1707",7501407102,842,0.71,-5.295,6.71,11,"C","C"
"1708",7501407201,846.5,0.585,-5.38,6.545,11,"C","C"
"1709",7501407301,830,0.45,-5.51,6.4,11,"T","T"
"1710",7501407302,829.5,0.45,-5.505,6.405,11,"C","C"
"1711",7501407601,833.5,0.435,-5.44,6.315,11,"C","C"
"1712",7501407701,837,0.395,-5.455,6.24,11,"C","C"
"1713",7501407702,835,0.43,-5.425,6.28,11,"C","C"
"1714",7501407901,801,0.52,-5.315,6.365,11,"C","C"
"1715",7501407902,801,0.52,-5.315,6.36,11,"C","C"
"1717",7501408802,811.5,0.175,-5.505,5.845,11,"C","C"
"1718",7501408901,797,0.175,-5.49,5.835,11,"C","C"
"1719",7501408902,797.5,0.175,-5.49,5.84,11,"C","C"
"1720",7501409501,824,1.97,-3.595,7.535,11,"C","C"
"1721",7501409702,824.5,2.005,-3.55,7.55,11,"C","C"
"1722",7501409902,805.5,2.02,-3.54,7.585,11,"C","C"
"1723",7501410101,819,1.91,-3.61,7.425,11,"C","C"
"1724",7501410201,790.5,2.325,-3.245,7.895,11,"C","C"
"1725",7501410301,820.5,1.955,-3.555,7.46,11,"C","C"
"1726",7501410302,820.5,1.96,-3.555,7.47,11,"C","C"
"1727",7501410401,812,1.98,-3.54,7.5,11,"C","C"
"1728",7501410702,773.5,2.4,-3.13,7.925,11,"C","C"
"1729",7501410801,765,2.315,-3.15,7.785,11,"C","C"
"1730",7501500102,867,2.005,-3.785,7.795,12,"C","C"
"1731",7501501301,964.5,1.07,-4.065,6.195,12,"C","C"
"1732",7501501601,950,-0.205,-5.52,5.11,15,"C","C"
"1733",7501600101,861.5,2.45,-3.545,8.44,9,"M","T"
"1734",7501600302,862.5,2.44,-3.57,8.445,9,"M","M"
"1735",7501600401,878,1.935,-4.235,8.11,8,"C","C"
"1736",7501600402,878,1.935,-4.235,8.105,8,"C","C"
"1737",7501600501,863.5,1.985,-4.195,8.165,8,"C","C"
"1738",7501600601,876,2.08,-3.975,8.135,9,"T","M"
"1739",7501600702,867,2.055,-4.025,8.13,9,"C","C"
"1740",7501700101,948.5,2.33,-3.36,8.01,7,"M","M"
"1741",7501700102,953.5,2.235,-3.445,7.91,7,"M","M"
"1742",7501700201,787.5,2.975,-3.05,8.995,8,"M","M"
"1743",7501700202,787.5,2.975,-3.045,9,8,"T","M"
"1744",7501700401,868,2.55,-3.405,8.5,9,"T","T"
"1745",7501700402,867.5,2.55,-3.405,8.505,9,"M","M"
"1746",7501700501,853.5,2.495,-3.455,8.44,9,"M","T"
"1747",7501700502,853,2.49,-3.46,8.44,9,"M","M"
"1748",7501700601,963.5,1.855,-3.92,7.635,7,"T","T"
"1749",7501700602,963.5,1.865,-3.91,7.64,7,"T","T"
"1750",7501700901,917,2.26,-3.475,7.995,7,"M","M"
"1751",7501700902,918,2.245,-3.49,7.98,7,"T","T"
"1752",7501701001,793,2.57,-3.55,8.69,8,"M","M"
"1753",7501701101,851.5,2.445,-3.555,8.44,9,"C","C"
"1754",7501701102,851.5,2.445,-3.555,8.44,9,"C","C"
"1755",7501701301,832,2.25,-3.915,8.415,8,"C","C"
"1756",7501701401,849.5,2.125,-4.035,8.28,8,"C","C"
"1757",7501701402,846.5,2.175,-3.99,8.335,8,"M","M"
"1758",7501701501,829.5,2.36,-3.66,8.375,9,"T","M"
"1760",7501701601,826,2.28,-3.735,8.3,9,"C","C"
"1761",7501701702,838.5,2.325,-3.71,8.365,9,"C","C"
"1762",7501701802,837.5,2.325,-3.715,8.355,9,"C","C"
"1763",7501702101,831,2.22,-3.815,8.26,9,"T","M"
"1764",7501702201,824.5,2.095,-4.08,8.27,8,"C","C"
"1765",7501702202,829,2,-4.165,8.165,8,"C","C"
"1766",7501702301,826.5,2.09,-3.935,8.11,9,"C","C"
"1767",7501702402,779.5,2.5,-3.54,8.545,9,"T","T"
"1768",7501702501,813.5,2.205,-3.825,8.24,9,"C","T"
"1769",7501702602,764,2.44,-3.57,8.46,9,"T","T"
"1770",7501702702,787.5,2.49,-3.57,8.555,9,"C","C"
"1771",7501702802,756,2.1,-4.03,8.23,8,"M","M"
"1772",7501702901,825.5,2.145,-3.9,8.19,9,"C","C"
"1773",7501702902,822,2.21,-3.845,8.265,9,"C","C"
"1774",7501703201,777,2.015,-4.145,8.17,8,"C","C"
"1775",7501703202,773,2.1,-4.07,8.27,8,"C","C"
"1776",7501703301,794.5,2.23,-3.835,8.295,9,"T","M"
"1777",7501703501,836,2.075,-3.995,8.145,9,"C","M"
"1778",7501703801,781,2.11,-3.95,8.165,9,"M","M"
"1779",7501703902,725,2.18,-3.975,8.335,8,"T","T"
"1780",7501704002,824.5,1.905,-4.16,7.975,9,"C","C"
"1781",7501704101,770.5,2.235,-3.85,8.315,9,"C","C"
"1782",7501704102,771.5,2.215,-3.87,8.295,9,"C","C"
"1783",7501704202,796.5,2.005,-4.2,8.22,8,"T","T"
"1784",7501704301,750,2.13,-3.91,8.175,9,"T","T"
"1785",7501704302,749,2.16,-3.89,8.205,9,"M","M"
"1786",7501704402,821.5,1.71,-4.355,7.775,9,"T","M"
"1787",7505700102,861,2.53,-3.39,8.45,9,"M","M"
"1788",7505900101,842.5,0.625,-5.405,6.66,11,"T","T"
"1789",7505900102,842,0.625,-5.405,6.66,11,"C","C"
"1790",7506900101,1120.5,2.375,-3.005,7.76,8,"C","M"
"1791",7506900102,1125.5,2.305,-3.075,7.69,8,"C","C"
"1792",7506900201,1163,1.675,-3.635,6.98,8,"C","C"
"1793",7506900301,1143.5,2.06,-3.275,7.385,8,"C","C"
"1794",7506900302,1145.5,2.03,-3.295,7.355,8,"T","T"
"1795",7506900401,1102,2.105,-2.8,7.01,7,"T","T"
"1797",7506900501,1136,1.67,-3.215,6.55,7,"M","M"
"1798",7506900502,1153,1.47,-3.385,6.33,7,"M","M"
"1799",7506900601,1144,1.565,-3.255,6.39,7,"M","T"
"1800",7506900701,1170.5,1.225,-3.585,6.035,7,"C","C"
"1801",7506900702,1170.5,1.22,-3.585,6.025,7,"C","C"
"1802",7506900801,1159.5,1.325,-3.405,6.065,7,"C","C"
"1803",7506900802,1130.5,1.665,-3.1,6.43,7,"C","C"
"1804",7506900901,1120,1.995,-3.035,7.02,8,"C","C"
"1805",7506900902,1119.5,1.995,-3.03,7.02,8,"T","M"
"1806",7506901002,1147.5,1.58,-3.345,6.5,8,"C","C"
"1807",7506901101,1170,1.285,-3.59,6.16,8,"C","C"
"1808",7506901102,1171,1.275,-3.605,6.15,8,"T","M"
"1810",7507000102,1190.5,1.555,-3.57,6.68,8,"D","D"
"1811",7507000201,1152.5,2.155,-2.96,7.265,8,"M","T"
"1812",7507000202,1135.5,2.385,-2.745,7.515,8,"C","C"
"1813",7507000301,1147,2.285,-2.79,7.355,8,"M","M"
"1814",7507000302,1147,2.285,-2.785,7.355,8,"D","D"
"1815",7507000401,1159,1.945,-3.225,7.115,8,"M","M"
"1816",7507000501,1159,1.96,-3.065,6.985,8,"C","C"
"1817",7507000601,1116.5,2.49,-2.335,7.315,8,"M","M"
"1818",7507000801,1152,1.905,-3.215,7.035,8,"M","M"
"1819",7507601801,1004.5,-0.485,-5.745,4.78,15,"C","C"
"1820",7507601901,1006,-1.025,-6.34,4.285,18,"C","C"
"1821",7507601902,1005.5,-1.025,-6.34,4.29,18,"C","C"
"1822",7509100201,867.5,2.355,-3.665,8.37,9,"M","T"
"1823",7509100202,864.5,2.41,-3.605,8.43,9,"T","C"
"1824",7509200201,996.5,1.665,-4.245,7.565,10,"M","M"
"1825",7509200302,993.5,1.63,-4.275,7.535,10,"T","M"
"1826",7509200401,995,1.5,-4.44,7.435,10,"T","T"
"1827",7509200402,995,1.5,-4.435,7.44,10,"M","M"
"1828",7509400202,982,0.96,-4.795,6.72,11,"M","M"
"1829",7509400301,931,0.47,-5.35,6.295,15,"C","C"
"1830",7509500201,875.5,2.49,-3.5,8.47,9,"M","M"
"1831",7509500202,876.5,2.48,-3.505,8.465,9,"T","M"
"1832",7509500401,890,2.175,-3.87,8.22,12,"T","M"
"1833",7509500501,1018,1.15,-4.795,7.09,10,"T","T"
"1834",7509500502,1016,1.185,-4.765,7.13,10,"T","M"
"1835",7509500701,897.5,1.995,-4.05,8.04,12,"C","C"
"1836",7509500902,996,1.125,-4.85,7.095,10,"C","C"
"1837",7509501201,958.5,0.99,-5.015,7,12,"M","M"
"1838",7509501601,929,1.4,-4.66,7.465,12,"C","C"
"1839",7509501602,928,1.425,-4.64,7.485,12,"C","C"
"1840",7509501701,969.5,0.975,-5.04,6.99,12,"C","C"
"1841",7509501702,964,1.075,-4.95,7.105,12,"C","C"
"1842",7509501902,956,1.315,-4.735,7.375,12,"C","C"
"1843",7509601002,969.5,-0.175,-5.985,5.635,15,"C","C"
"1844",7509601401,965,-0.21,-6,5.575,15,"C","C"
"1845",7601100101,966.5,3.955,-0.53,8.435,8,"T","T"
"1846",7601100102,966,3.955,-0.53,8.435,8,"C","C"
"1847",7601100201,1007,3.315,-1.085,7.715,8,"M","M"
"1848",7601100202,1007,3.315,-1.09,7.715,8,"T","T"
"1849",7601100301,1095.5,3.59,-0.735,7.91,9,"T","T"
"1850",7601100302,1119.5,3.265,-1.04,7.56,9,"T","T"
"1851",7601100502,948,2.6,-2.245,7.44,6,"M","M"
"1852",7601100601,952.5,2.595,-2.205,7.395,6,"M","M"
"1853",7601100602,953,2.595,-2.2,7.385,6,"M","M"
"1854",7601100701,1032,1.345,-3.38,6.07,6,"T","M"
"1855",7601100702,1013,1.57,-3.17,6.315,6,"M","C"
"1856",7601100802,1060.5,0.955,-3.72,5.635,6,"T","T"
"1857",7601100901,1138.5,1.66,-3.045,6.365,7,"M","T"
"1858",7601100902,1138.5,1.66,-3.04,6.365,7,"C","C"
"1859",7601101001,1039,0.805,-3.905,5.51,6,"C","C"
"1860",7601101101,1117,1.98,-2.625,6.59,7,"C","C"
"1861",7601101102,1087.5,2.31,-2.325,6.94,7,"C","C"
"1862",7601101201,1145.5,1.66,-2.92,6.245,7,"C","C"
"1863",7601200101,1081,3.945,-0.39,8.285,9,"M","M"
"1864",7601200102,1066.5,4.16,-0.195,8.515,9,"M","M"
"1865",7601200201,1043,3.31,-1.005,7.62,8,"C","C"
"1866",7601200202,1043,3.31,-1.005,7.625,8,"C","C"
"1867",7601200302,1042,3.365,-1.03,7.755,8,"M","M"
"1868",7601200401,1174,2.855,-1.445,7.155,9,"T","T"
"1869",7601200402,1174,2.855,-1.445,7.155,9,"T","M"
"1870",7601200501,1232,1.58,-2.765,5.93,9,"M","M"
"1871",7601200502,1232,1.58,-2.77,5.93,9,"C","C"
"1872",7601200602,1084.5,2.615,-1.755,6.98,8,"M","M"
"1873",7601200701,1199.5,2.07,-2.29,6.43,9,"C","C"
"1874",7601200702,1205.5,1.985,-2.365,6.345,9,"C","C"
"1875",7601200802,1190.5,2.535,-1.795,6.865,9,"C","C"
"1876",7601200902,1071.5,2.875,-1.555,7.305,8,"C","C"
"1877",7601201102,1069,2.895,-1.555,7.34,8,"C","C"
"1878",7601201301,1190,2.69,-1.67,7.045,9,"M","M"
"1879",7601201302,1190,2.685,-1.675,7.045,9,"M","M"
"1880",7601201401,1196,2.065,-2.34,6.465,9,"T","M"
"1881",7601201402,1196,2.07,-2.335,6.47,9,"T","T"
"1882",7601201501,1190.5,2.375,-2.01,6.75,9,"T","T"
"1883",7601201502,1190.5,2.375,-2.01,6.75,9,"M","M"
"1885",7601201701,1146,1.655,-3.06,6.375,8,"C","C"
"1886",7601201702,1144.5,1.675,-3.05,6.4,8,"C","C"
"1887",7601201801,1232.5,1.515,-2.875,5.91,9,"T","T"
"1888",7601201901,1171.5,1.395,-3.12,5.905,7,"C","C"
"1889",7601201902,1155,1.59,-2.935,6.115,7,"C","C"
"1890",7601202101,1116,1.775,-2.845,6.385,7,"M","M"
"1891",7601202201,1187.5,2.71,-1.84,7.265,10,"C","C"
"1892",7601202301,1223,1.625,-2.785,6.04,9,"M","M"
"1893",7601202302,1223.5,1.625,-2.79,6.035,9,"C","C"
"1894",7601202601,1314.5,-0.79,-5.21,3.625,7,"C","C"
"1895",7601202602,1297,-0.535,-4.965,3.905,7,"C","C"
"1896",7601202701,1217.5,0.6,-3.92,5.12,7,"M","C"
"1897",7601202702,1175,1.25,-3.315,5.81,7,"M","M"
"1898",7601202901,1214.5,2.155,-2.23,6.54,9,"M","M"
"1899",7601202902,1204,2.335,-2.065,6.745,9,"C","C"
"1900",7601203102,1111.5,1.685,-2.98,6.355,8,"C","C"
"1901",7601203201,1295.5,0.595,-3.755,4.94,9,"M","T"
"1902",7601203202,1318.5,0.285,-4.04,4.605,9,"M","C"
"1903",7601203302,1096,0.115,-4.29,4.52,6,"C","C"
"1904",7601203401,1106.5,1.66,-3,6.325,8,"M","M"
"1905",7601203402,1036.5,2.415,-2.35,7.18,8,"C","C"
"1907",7601203601,1198.5,-0.33,-4.655,3.985,8,"T","M"
"1908",7601203602,1198,-0.34,-4.655,3.985,8,"C","C"
"1909",7601203701,1052,2.4,-2.23,7.03,7,"M","C"
"1910",7601203901,1302.5,0.475,-3.885,4.83,9,"C","C"
"1911",7601203902,1314.5,0.315,-4.025,4.655,9,"M","M"
"1912",7601204001,1088.5,1.955,-2.735,6.65,8,"C","M"
"1913",7601204002,1069.5,2.135,-2.575,6.845,8,"C","M"
"1914",7601204101,1071.5,2.17,-2.32,6.67,8,"C","C"
"1915",7601204102,1063.5,2.3,-2.215,6.815,8,"C","C"
"1916",7601204302,1198.5,2.075,-2.365,6.515,9,"C","C"
"1917",7601204401,1213.5,0.89,-3.515,5.295,7,"C","C"
"1918",7601204402,1218.5,0.815,-3.58,5.215,7,"M","M"
"1919",7601204601,1262.5,0.095,-4.29,4.49,7,"C","C"
"1920",7601204602,1243.5,0.365,-4.045,4.77,7,"C","C"
"1921",7601204701,925.5,1.63,-2.975,6.235,6,"C","C"
"1922",7601204702,961,1.235,-3.335,5.805,6,"M","M"
"1923",7601204801,1217,1.84,-2.57,6.26,9,"C","C"
"1924",7601204802,1215,1.87,-2.545,6.29,9,"C","C"
"1925",7601204902,1170,1.455,-2.985,5.9,7,"C","T"
"1926",7601300301,1152.5,0.625,-4.245,5.5,11,"T","T"
"1927",7601300501,1148,0.745,-4.105,5.59,11,"C","C"
"1928",7601300502,1148,0.745,-4.105,5.595,11,"C","C"
"1929",7601300601,1126.5,0.605,-4.415,5.63,11,"C","M"
"1930",7601300702,1123.5,1.23,-3.59,6.055,11,"M","T"
"1931",7601300901,1188,-0.31,-5.265,4.645,11,"T","M"
"1932",7601301001,1131.5,0.47,-4.565,5.51,11,"C","C"
"1933",7601301002,1081.5,1.225,-3.87,6.32,11,"T","M"
"1934",7601301101,970.5,2.445,-2.92,7.81,12,"T","M"
"1935",7601301202,1136,2.07,-2.955,7.095,9,"T","T"
"1936",7601301302,1119,2.345,-2.345,7.03,11,"M","M"
"1937",7601301402,1161,0.955,-3.77,5.68,11,"C","C"
"1938",7601301501,933.5,2.545,-3.045,8.13,12,"C","C"
"1939",7601301602,1056,2.72,-2.545,7.985,9,"C","M"
"1940",7601301702,1147.5,1.22,-3.505,5.945,11,"T","M"
"1941",7601301802,1196,-0.72,-5.68,4.24,11,"C","M"
"1942",7601301902,1038.5,2.75,-2.595,8.1,9,"T","M"
"1943",7601302202,929,2.395,-3.255,8.04,12,"C","C"
"1944",7601302301,1079,2.115,-3.22,7.45,9,"M","M"
"1945",7601302302,1081,2.085,-3.245,7.42,9,"M","M"
"1946",7601302401,955.5,2.06,-3.59,7.71,12,"T","T"
"1947",7601302501,1233,0.055,-5.07,5.175,9,"M","C"
"1948",7601302502,1232.5,0.05,-5.075,5.175,9,"C","C"
"1949",7601302801,1144.5,0.865,-4.45,6.175,9,"M","M"
"1950",7601302802,1145,0.865,-4.445,6.18,9,"C","C"
"1951",7601302901,1200,0.475,-4.545,5.5,9,"C","C"
"1952",7601303201,1119,0.84,-4.235,5.91,9,"C","T"
"1953",7601303202,1128,0.705,-4.36,5.775,9,"C","C"
"1954",7601500101,1121.5,3.43,-2.345,9.205,11,"M","M"
"1955",7601500102,1139,3.185,-2.575,8.95,11,"M","M"
"1956",7601500201,1187.5,3.635,-2.215,9.495,11,"M","M"
"1957",7601500301,1163.5,3.87,-2.03,9.775,11,"T","T"
"1958",7601500302,1169,3.8,-2.105,9.705,11,"T","T"
"1959",7601500401,1238,2.92,-2.91,8.755,11,"M","D"
